Subject,Grade,Scored,Year,District,School,County,Category,Score,Students
Math,5,127592,2019,,,State,Advanced,15.8,20160
Math,6,127496,2019,,,State,Advanced,15.8,20145
Math,7,125808,2019,,,State,Advanced,13.9,17488
Math,8,123186,2019,,,State,Advanced,9.9,12196
Science,4,123093,2019,,,State,Advanced,38.8,47761
Science,8,122654,2019,,,State,Advanced,23.1,28334
English,3,53,2019,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Advanced,9.4,5
English,4,40,2019,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Advanced,12.5,5
English,5,61,2019,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Advanced,16.4,11
English,6,41,2019,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Advanced,14.6,6
Math,3,53,2019,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Advanced,37.7,20
Math,4,40,2019,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Advanced,17.5,7
Math,5,61,2019,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Advanced,14.8,10
Math,6,41,2019,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Advanced,9.8,5
Science,4,40,2019,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Advanced,57.5,23
English,7,58,2019,BENTON AREA SD,BENTON AREA MS,Columbia,Advanced,17.2,10
English,8,40,2019,BENTON AREA SD,BENTON AREA MS,Columbia,Advanced,15,6
Math,7,58,2019,BENTON AREA SD,BENTON AREA MS,Columbia,Advanced,10.3,6
Math,8,40,2019,BENTON AREA SD,BENTON AREA MS,Columbia,Advanced,15,6
Science,8,40,2019,BENTON AREA SD,BENTON AREA MS,Columbia,Advanced,42.5,17
English,5,215,2019,BERWICK AREA SD,BERWICK AREA MS,Columbia,Advanced,14.9,33
English,6,224,2019,BERWICK AREA SD,BERWICK AREA MS,Columbia,Advanced,22.8,52
English,7,226,2019,BERWICK AREA SD,BERWICK AREA MS,Columbia,Advanced,12.4,29
English,8,211,2019,BERWICK AREA SD,BERWICK AREA MS,Columbia,Advanced,16.6,36
Math,5,215,2019,BERWICK AREA SD,BERWICK AREA MS,Columbia,Advanced,14.4,31
Math,6,225,2019,BERWICK AREA SD,BERWICK AREA MS,Columbia,Advanced,7.6,18
Math,7,226,2019,BERWICK AREA SD,BERWICK AREA MS,Columbia,Advanced,7.5,17
Math,8,211,2019,BERWICK AREA SD,BERWICK AREA MS,Columbia,Advanced,6.6,14
Science,8,211,2019,BERWICK AREA SD,BERWICK AREA MS,Columbia,Advanced,16.6,36
English,3,31,2019,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Advanced,32.3,11
English,4,29,2019,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Advanced,31,9
Math,3,31,2019,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Advanced,45.2,15
Math,4,29,2019,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Advanced,20.7,7
Science,4,29,2019,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Advanced,41.4,13
English,3,63,2019,BERWICK AREA SD,SALEM EL SCH,Columbia,Advanced,23.8,15
English,4,71,2019,BERWICK AREA SD,SALEM EL SCH,Columbia,Advanced,32.4,24
Math,3,63,2019,BERWICK AREA SD,SALEM EL SCH,Columbia,Advanced,38.1,25
Math,4,71,2019,BERWICK AREA SD,SALEM EL SCH,Columbia,Advanced,25.4,19
Science,4,71,2019,BERWICK AREA SD,SALEM EL SCH,Columbia,Advanced,42.3,31
English,3,103,2019,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Advanced,15.5,16
English,4,79,2019,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Advanced,34.2,28
Math,3,103,2019,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Advanced,31.1,33
Math,4,79,2019,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Advanced,24.1,20
Science,4,79,2019,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Advanced,43,34
English,3,13,2019,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Advanced,23.1,4
English,4,14,2019,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Advanced,57.1,8
English,5,14,2019,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Advanced,28.6,5
Math,3,13,2019,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Advanced,30.8,5
Math,4,14,2019,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Advanced,21.4,3
Math,5,14,2019,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Advanced,28.6,5
Science,4,14,2019,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Advanced,71.4,10
English,6,120,2019,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Advanced,17.5,21
English,7,117,2019,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Advanced,13.7,17
English,8,121,2019,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Advanced,13.2,16
Math,6,119,2019,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Advanced,10.1,13
Math,7,117,2019,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Advanced,7.7,10
Math,8,120,2019,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Advanced,5,6
Science,8,120,2019,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Advanced,37.5,45
English,3,66,2019,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Advanced,13.6,9
English,4,54,2019,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Advanced,29.6,16
English,5,72,2019,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Advanced,11.1,8
Math,3,66,2019,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Advanced,13.6,9
Math,4,54,2019,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Advanced,7.4,4
Math,5,72,2019,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Advanced,9.7,7
Science,4,53,2019,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Advanced,52.8,28
English,3,26,2019,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Advanced,11.5,3
English,4,33,2019,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Advanced,18.2,7
English,5,29,2019,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Advanced,10.3,3
Math,3,26,2019,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Advanced,19.2,5
Math,4,33,2019,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Advanced,24.2,8
Math,5,30,2019,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Advanced,13.3,4
Science,4,33,2019,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Advanced,42.4,14
English,3,150,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Advanced,27.3,41
English,4,135,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Advanced,44.4,60
Math,3,150,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Advanced,45.3,68
Math,4,135,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Advanced,28.1,38
Science,4,135,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Advanced,50.4,69
English,5,134,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Advanced,13.4,18
English,6,147,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Advanced,40.8,60
English,7,150,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Advanced,29.3,44
English,8,156,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Advanced,25.6,40
Math,5,135,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Advanced,21.5,30
Math,6,149,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Advanced,29.5,44
Math,7,150,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Advanced,36.7,56
Math,8,156,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Advanced,26.3,42
Science,8,156,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Advanced,39.1,61
English,3,46,2019,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Advanced,23.9,11
English,4,54,2019,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Advanced,24.1,14
English,5,44,2019,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Advanced,6.8,3
English,6,37,2019,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Advanced,8.1,3
Math,3,47,2019,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Advanced,29.8,15
Math,4,55,2019,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Advanced,14.5,8
Math,5,44,2019,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Advanced,2.3,2
Math,6,38,2019,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Advanced,5.3,3
Science,4,55,2019,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Advanced,43.6,24
English,7,49,2019,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Advanced,30.6,15
English,8,44,2019,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Advanced,18.2,9
Math,7,49,2019,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Advanced,10.2,5
Math,8,44,2019,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Advanced,2.3,2
Science,8,44,2019,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Advanced,15.9,7
English,3,82,2019,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Advanced,20.7,17
English,4,93,2019,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Advanced,19.4,19
Math,3,82,2019,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Advanced,35.4,30
Math,4,93,2019,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Advanced,18.3,18
Science,4,93,2019,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Advanced,44.1,42
English,5,104,2019,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,11.5,12
English,6,112,2019,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,29.5,34
English,7,112,2019,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,23.2,26
English,8,99,2019,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,12.1,12
Math,5,104,2019,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,9.6,10
Math,6,112,2019,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,5.4,7
Math,7,111,2019,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,31.5,35
Math,8,98,2019,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,14.3,15
Science,8,98,2019,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Advanced,22.4,22
English,6,167,2019,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Advanced,35.9,60
English,7,175,2019,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Advanced,26.9,48
English,8,175,2019,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Advanced,32.6,58
Math,6,165,2019,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Advanced,27.3,46
Math,7,174,2019,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Advanced,39.1,69
Math,8,173,2019,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Advanced,16.2,29
Science,8,171,2019,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Advanced,37.4,64
English,3,162,2019,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Advanced,26.5,43
English,4,162,2019,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Advanced,39.5,64
English,5,170,2019,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Advanced,34.7,59
Math,3,162,2019,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Advanced,33.3,54
Math,4,161,2019,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Advanced,27.3,44
Math,5,170,2019,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Advanced,44.7,76
Science,4,161,2019,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Advanced,46.6,76
English,3,120564,2019,,,State,Proficient,45.4,54737
English,4,123172,2019,,,State,Proficient,36.3,44712
English,5,127550,2019,,,State,Proficient,42.7,54464
English,6,127560,2019,,,State,Proficient,42.2,53831
English,7,125998,2019,,,State,Proficient,45.6,57456
English,8,123503,2019,,,State,Proficient,41.9,51748
Math,3,120604,2019,,,State,Proficient,29.3,35337
Math,4,123286,2019,,,State,Proficient,27.2,33534
Math,5,127592,2019,,,State,Proficient,27.2,34706
Math,6,127496,2019,,,State,Proficient,23.2,29580
Math,7,125808,2019,,,State,Proficient,24.3,30572
Math,8,123186,2019,,,State,Proficient,22.3,27471
Science,4,123093,2019,,,State,Proficient,39,48007
Science,8,122654,2019,,,State,Proficient,35.1,43052
English,3,53,2019,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,66,35
English,4,40,2019,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,55,22
English,5,61,2019,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,49.2,31
English,6,41,2019,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,53.7,23
Math,3,53,2019,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,35.8,19
Math,4,40,2019,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,40,16
Math,5,61,2019,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,16.4,11
Math,6,41,2019,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,22,10
Science,4,40,2019,BENTON AREA SD,APPLEMAN EL SCH,Columbia,Proficient,37.5,15
English,7,58,2019,BENTON AREA SD,BENTON AREA MS,Columbia,Proficient,50,29
English,8,40,2019,BENTON AREA SD,BENTON AREA MS,Columbia,Proficient,57.5,23
Math,7,58,2019,BENTON AREA SD,BENTON AREA MS,Columbia,Proficient,20.7,13
Math,8,40,2019,BENTON AREA SD,BENTON AREA MS,Columbia,Proficient,25,10
Science,8,40,2019,BENTON AREA SD,BENTON AREA MS,Columbia,Proficient,27.5,11
English,5,215,2019,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,49.3,106
English,6,224,2019,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,47.3,106
English,7,226,2019,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,45.1,102
English,8,211,2019,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,38.9,83
Math,5,215,2019,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,34,74
Math,6,225,2019,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,24.9,57
Math,7,226,2019,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,27.9,64
Math,8,211,2019,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,20.4,44
Science,8,211,2019,BERWICK AREA SD,BERWICK AREA MS,Columbia,Proficient,34.1,72
English,3,31,2019,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Proficient,45.2,15
English,4,29,2019,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Proficient,41.4,13
Math,3,31,2019,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Proficient,38.7,12
Math,4,29,2019,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Proficient,37.9,11
Science,4,29,2019,BERWICK AREA SD,NESCOPECK EL SCH,Columbia,Proficient,37.9,11
English,3,63,2019,BERWICK AREA SD,SALEM EL SCH,Columbia,Proficient,50.8,33
English,4,71,2019,BERWICK AREA SD,SALEM EL SCH,Columbia,Proficient,50.7,36
Math,3,63,2019,BERWICK AREA SD,SALEM EL SCH,Columbia,Proficient,34.9,22
Math,4,71,2019,BERWICK AREA SD,SALEM EL SCH,Columbia,Proficient,43.7,32
Science,4,71,2019,BERWICK AREA SD,SALEM EL SCH,Columbia,Proficient,47.9,35
English,3,103,2019,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Proficient,40.8,43
English,4,79,2019,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Proficient,35.4,28
Math,3,103,2019,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Proficient,27.2,29
Math,4,79,2019,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Proficient,32.9,26
Science,4,79,2019,BERWICK AREA SD,WEST BERWICK EL SCH,Columbia,Proficient,40.5,32
English,3,13,2019,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,69.2,9
English,4,14,2019,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,28.6,5
English,5,14,2019,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,35.7,5
Math,3,13,2019,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,46.2,7
Math,4,14,2019,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,35.7,5
Math,5,14,2019,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,42.9,7
Science,4,14,2019,BLOOMSBURG AREA SD,BEAVER-MAIN EL SCH,Columbia,Proficient,28.6,5
English,6,120,2019,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,54.2,66
English,7,117,2019,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,49.6,59
English,8,121,2019,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,43.8,53
Math,6,119,2019,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,26.9,33
Math,7,117,2019,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,28.2,33
Math,8,120,2019,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,25.8,31
Science,8,120,2019,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,Columbia,Proficient,38.3,46
English,3,66,2019,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,51.5,34
English,4,54,2019,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,37,20
English,5,72,2019,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,44.4,32
Math,3,66,2019,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,40.9,27
Math,4,54,2019,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,25.9,14
Math,5,72,2019,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,16.7,13
Science,4,53,2019,BLOOMSBURG AREA SD,MEMORIAL EL SCH,Columbia,Proficient,32.1,18
English,3,26,2019,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Proficient,30.8,9
English,4,33,2019,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Proficient,45.5,16
English,5,29,2019,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Proficient,48.3,15
Math,3,26,2019,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Proficient,30.8,9
Math,4,33,2019,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Proficient,36.4,13
Math,5,30,2019,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Proficient,23.3,7
Science,4,33,2019,BLOOMSBURG AREA SD,W W EVANS MEMORIAL EL SCH,Columbia,Proficient,45.5,16
English,3,150,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Proficient,52.7,80
English,4,135,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Proficient,30.4,42
Math,3,150,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Proficient,29.3,44
Math,4,135,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Proficient,36.3,50
Science,4,135,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA EL SCH,Columbia,Proficient,34.8,47
English,5,134,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,55.2,74
English,6,147,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,38.8,58
English,7,150,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,50.7,77
English,8,156,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,48.1,76
Math,5,135,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,42.2,57
Math,6,149,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,36.2,54
Math,7,150,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,20.7,32
Math,8,156,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,26.9,42
Science,8,156,2019,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,Columbia,Proficient,35.9,57
English,3,46,2019,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Proficient,56.5,26
English,4,54,2019,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Proficient,38.9,22
English,5,44,2019,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Proficient,43.2,20
English,6,37,2019,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Proficient,64.9,25
Math,3,47,2019,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Proficient,46.8,22
Math,4,55,2019,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Proficient,27.3,16
Math,5,44,2019,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Proficient,18.2,9
Math,6,38,2019,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Proficient,31.6,13
Science,4,55,2019,MILLVILLE AREA SD,MILLVILLE AREA EL SCH,Columbia,Proficient,45.5,26
English,7,49,2019,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Proficient,46.9,23
English,8,44,2019,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Proficient,52.3,24
Math,7,49,2019,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Proficient,38.8,20
Math,8,44,2019,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Proficient,20.5,10
Science,8,44,2019,MILLVILLE AREA SD,MILLVILLE AREA JSHS,Columbia,Proficient,54.5,24
English,3,82,2019,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Proficient,50,41
English,4,93,2019,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Proficient,43,40
Math,3,82,2019,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Proficient,39,32
Math,4,93,2019,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Proficient,32.3,31
Science,4,93,2019,SOUTHERN COLUMBIA AREA SD,HARTMAN EL CTR,Columbia,Proficient,34.4,32
English,5,104,2019,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,56.7,59
English,6,112,2019,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,47.3,53
English,7,112,2019,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,52.7,60
English,8,99,2019,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,53.5,53
Math,5,104,2019,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,36.5,38
Math,6,112,2019,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,29.5,34
Math,7,111,2019,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,37.8,42
Math,8,98,2019,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,38.8,39
Science,8,98,2019,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,Columbia,Proficient,46.9,46
English,6,167,2019,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Proficient,35.9,60
English,7,175,2019,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Proficient,44,77
English,8,175,2019,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Proficient,41.1,72
Math,6,165,2019,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Proficient,21.8,36
Math,7,174,2019,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Proficient,21.8,38
Math,8,173,2019,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Proficient,33.5,58
Science,8,171,2019,DANVILLE AREA SD,DANVILLE AREA MS,Montour,Proficient,36.8,63
English,3,162,2019,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Proficient,48.1,78
English,4,162,2019,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Proficient,37.7,62
English,5,170,2019,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Proficient,42.9,73
Math,3,162,2019,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Proficient,33.3,54
Math,4,161,2019,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Proficient,36,58
Math,5,170,2019,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Proficient,31.8,55
Science,4,161,2019,DANVILLE AREA SD,LIBERTY-VALLEY EL SCH,Montour,Proficient,39.1,63
English,3,120564,2019,,,State,Basic,26.6,32071
English,4,123172,2019,,,State,Basic,26.1,32148
English,5,127550,2019,,,State,Basic,31.8,40561
English,6,127560,2019,,,State,Basic,31.3,39927
English,7,125998,2019,,,State,Basic,36.9,46494
English,8,123503,2019,,,State,Basic,30.2,37298
Math,3,120604,2019,,,State,Basic,21.6,26051
Math,4,123286,2019,,,State,Basic,27.7,34151
Math,5,127592,2019,,,State,Basic,33.7,42999
Math,6,127496,2019,,,State,Basic,35.1,44752
Math,7,125808,2019,,,State,Basic,26,32711
Math,8,123186,2019,,,State,Basic,28.2,34739
Science,4,123093,2019,,,State,Basic,17.2,21172
Science,8,122654,2019,,,State,Basic,21.9,26862
