Subject,Grade,Scored,Year,Top,Baseline,Score,District,School,County,SchoolNum,Cohort
Math,6,120,2016,61.7,Top,61.7,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
English,6,58,2016,44.9,Top,44.9,MILLVILLE AREA SD,MILLVILLE AREA EL SC,1,000007064,2
Math,6,58,2016,19,Top,19,MILLVILLE AREA SD,MILLVILLE AREA EL SC,1,000007064,2
English,6,122,2016,68.9,Top,68.9,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
Math,6,122,2016,43.4,Top,43.4,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
English,6,186,2016,68.8,Top,68.8,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
Math,6,187,2016,49.2,Top,49.2,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
English,6,59,2016,69.5,Advanced,13.6,BENTON AREA SD,APPLEMAN EL SCH,1,000001594,2
Math,6,59,2016,33.9,Advanced,8.5,BENTON AREA SD,APPLEMAN EL SCH,1,000001594,2
English,6,215,2016,59,Advanced,20.9,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
Math,6,216,2016,38.9,Advanced,10.2,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
English,6,133,2016,53.400000000000006,Advanced,21.8,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
Math,6,133,2016,41.3,Advanced,18,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
English,6,120,2016,75.9,Advanced,29.2,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
Math,6,120,2016,61.7,Advanced,29.2,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
English,6,58,2016,44.9,Advanced,12.1,MILLVILLE AREA SD,MILLVILLE AREA EL SC,1,000007064,2
Math,6,58,2016,19,Advanced,6.9,MILLVILLE AREA SD,MILLVILLE AREA EL SC,1,000007064,2
English,6,122,2016,68.9,Advanced,28.7,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
Math,6,122,2016,43.4,Advanced,13.1,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
English,6,186,2016,68.8,Advanced,26.9,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
Math,6,187,2016,49.2,Advanced,23.5,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
English,6,59,2016,69.5,Proficient,55.9,BENTON AREA SD,APPLEMAN EL SCH,1,000001594,2
Math,6,59,2016,33.9,Proficient,25.4,BENTON AREA SD,APPLEMAN EL SCH,1,000001594,2
English,6,215,2016,59,Proficient,38.1,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
Math,6,216,2016,38.9,Proficient,28.7,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
English,6,133,2016,53.400000000000006,Proficient,31.6,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
Math,6,133,2016,41.3,Proficient,23.3,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
English,6,120,2016,75.9,Proficient,46.7,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
Math,6,120,2016,61.7,Proficient,32.5,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
English,6,58,2016,44.9,Proficient,32.8,MILLVILLE AREA SD,MILLVILLE AREA EL SC,1,000007064,2
Math,6,58,2016,19,Proficient,12.1,MILLVILLE AREA SD,MILLVILLE AREA EL SC,1,000007064,2
English,6,122,2016,68.9,Proficient,40.2,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
Math,6,122,2016,43.4,Proficient,30.3,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
English,6,186,2016,68.8,Proficient,41.9,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
Math,6,187,2016,49.2,Proficient,25.7,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
English,6,59,2016,69.5,Basic,28.8,BENTON AREA SD,APPLEMAN EL SCH,1,000001594,2
Math,6,59,2016,33.9,Basic,45.8,BENTON AREA SD,APPLEMAN EL SCH,1,000001594,2
English,6,215,2016,59,Basic,34,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
Math,6,216,2016,38.9,Basic,35.2,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
English,6,133,2016,53.400000000000006,Basic,40.6,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
Math,6,133,2016,41.3,Basic,36.1,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
English,6,120,2016,75.9,Basic,22.5,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
Math,6,120,2016,61.7,Basic,24.2,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
English,6,58,2016,44.9,Basic,48.3,MILLVILLE AREA SD,MILLVILLE AREA EL SC,1,000007064,2
Math,6,58,2016,19,Basic,50,MILLVILLE AREA SD,MILLVILLE AREA EL SC,1,000007064,2
English,6,122,2016,68.9,Basic,26.2,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
Math,6,122,2016,43.4,Basic,31.1,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
English,6,186,2016,68.8,Basic,26.9,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
Math,6,187,2016,49.2,Basic,29.9,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
English,6,59,2016,69.5,BelowBasic,1.7,BENTON AREA SD,APPLEMAN EL SCH,1,000001594,2
Math,6,59,2016,33.9,BelowBasic,20.3,BENTON AREA SD,APPLEMAN EL SCH,1,000001594,2
English,6,215,2016,59,BelowBasic,7,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
Math,6,216,2016,38.9,BelowBasic,25.9,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
English,6,133,2016,53.400000000000006,BelowBasic,6,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
Math,6,133,2016,41.3,BelowBasic,22.6,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
English,6,120,2016,75.9,BelowBasic,1.7,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
Math,6,120,2016,61.7,BelowBasic,14.2,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
English,6,58,2016,44.9,BelowBasic,6.9,MILLVILLE AREA SD,MILLVILLE AREA EL SC,1,000007064,2
Math,6,58,2016,19,BelowBasic,31,MILLVILLE AREA SD,MILLVILLE AREA EL SC,1,000007064,2
English,6,122,2016,68.9,BelowBasic,4.9,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
Math,6,122,2016,43.4,BelowBasic,25.4,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
English,6,186,2016,68.8,BelowBasic,4.3,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
Math,6,187,2016,49.2,BelowBasic,20.9,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
English,7,60,2017,61.599999999999994,Top,61.599999999999994,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
Math,7,60,2017,15,Top,15,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
English,7,220,2017,46.400000000000006,Top,46.400000000000006,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
Math,7,221,2017,27.2,Top,27.2,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
English,7,126,2017,58,Top,58,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
Math,7,127,2017,32.3,Top,32.3,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
English,7,125,2017,80.8,Top,80.8,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
Math,7,125,2017,64.80000000000001,Top,64.80000000000001,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
English,7,54,2017,35.2,Top,35.2,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
Math,7,60,2017,10,Top,10,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
English,7,128,2017,55.5,Top,55.5,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
Math,7,128,2017,52.300000000000004,Top,52.300000000000004,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
English,7,186,2017,70.4,Top,70.4,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
Math,7,186,2017,45.2,Top,45.2,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
English,7,60,2017,61.599999999999994,Advanced,18.3,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
Math,7,60,2017,15,Advanced,3.3,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
English,7,220,2017,46.400000000000006,Advanced,12.3,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
Math,7,221,2017,27.2,Advanced,6.8,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
English,7,126,2017,58,Advanced,17.5,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
Math,7,127,2017,32.3,Advanced,13.4,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
English,7,125,2017,80.8,Advanced,30.4,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
Math,7,125,2017,64.80000000000001,Advanced,35.2,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
English,7,54,2017,35.2,Advanced,9.3,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
Math,7,60,2017,10,Advanced,8.3,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
English,7,128,2017,55.5,Advanced,18,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
Math,7,128,2017,52.300000000000004,Advanced,15.6,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
English,7,186,2017,70.4,Advanced,27.4,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
Math,7,186,2017,45.2,Advanced,21,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
English,7,60,2017,61.599999999999994,Proficient,43.3,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
Math,7,60,2017,15,Proficient,11.7,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
English,7,220,2017,46.400000000000006,Proficient,34.1,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
Math,7,221,2017,27.2,Proficient,20.4,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
English,7,126,2017,58,Proficient,40.5,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
Math,7,127,2017,32.3,Proficient,18.9,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
English,7,125,2017,80.8,Proficient,50.4,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
Math,7,125,2017,64.80000000000001,Proficient,29.6,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
English,7,54,2017,35.2,Proficient,25.9,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
Math,7,60,2017,10,Proficient,1.7,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
English,7,128,2017,55.5,Proficient,37.5,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
Math,7,128,2017,52.300000000000004,Proficient,36.7,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
English,7,186,2017,70.4,Proficient,43,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
Math,7,186,2017,45.2,Proficient,24.2,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
English,7,60,2017,61.599999999999994,Basic,36.7,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
Math,7,60,2017,15,Basic,40,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
English,7,220,2017,46.400000000000006,Basic,50.9,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
Math,7,221,2017,27.2,Basic,30.3,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
English,7,126,2017,58,Basic,41.3,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
Math,7,127,2017,32.3,Basic,36.2,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
English,7,125,2017,80.8,Basic,16.8,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
Math,7,125,2017,64.80000000000001,Basic,18.4,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
English,7,54,2017,35.2,Basic,64.8,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
Math,7,60,2017,10,Basic,23.3,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
English,7,128,2017,55.5,Basic,42.2,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
Math,7,128,2017,52.300000000000004,Basic,18.8,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
English,7,186,2017,70.4,Basic,26.3,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
Math,7,186,2017,45.2,Basic,30.1,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
English,7,60,2017,61.599999999999994,BelowBasic,1.7,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
Math,7,60,2017,15,BelowBasic,45,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
English,7,220,2017,46.400000000000006,BelowBasic,2.7,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
Math,7,221,2017,27.2,BelowBasic,42.5,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
English,7,126,2017,58,BelowBasic,0.8,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
Math,7,127,2017,32.3,BelowBasic,31.5,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
English,7,125,2017,80.8,BelowBasic,2.4,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
Math,7,125,2017,64.80000000000001,BelowBasic,16.8,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
English,7,54,2017,35.2,BelowBasic,0,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
Math,7,60,2017,10,BelowBasic,66.7,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
English,7,128,2017,55.5,BelowBasic,2.3,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
Math,7,128,2017,52.300000000000004,BelowBasic,28.9,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
English,7,186,2017,70.4,BelowBasic,3.2,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
Math,7,186,2017,45.2,BelowBasic,24.7,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
English,8,58,2018,55.2,Top,55.2,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
Math,8,58,2018,41.4,Top,41.4,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
Science,8,58,2018,65.6,Top,65.6,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
English,8,209,2018,52.7,Top,52.7,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
Math,8,210,2018,25.2,Top,25.2,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
Science,8,208,2018,45.6,Top,45.6,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
English,8,122,2018,72.1,Top,72.1,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
Math,8,123,2018,30.9,Top,30.9,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
Science,8,122,2018,72.1,Top,72.1,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
English,8,135,2018,76.3,Top,76.3,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
Math,8,135,2018,61.5,Top,61.5,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
Science,8,135,2018,71.8,Top,71.8,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
English,8,60,2018,55,Top,55,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
Math,8,60,2018,11.600000000000001,Top,11.600000000000001,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
Science,8,60,2018,50,Top,50,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
English,8,128,2018,64.1,Top,64.1,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
Math,8,128,2018,35.1,Top,35.1,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
Science,8,128,2018,55.400000000000006,Top,55.400000000000006,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
English,8,187,2018,73.8,Top,73.8,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
Math,8,189,2018,41.8,Top,41.8,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
Science,8,189,2018,67.19999999999999,Top,67.19999999999999,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
English,8,58,2018,55.2,Advanced,8.6,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
Math,8,58,2018,41.4,Advanced,8.6,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
Science,8,58,2018,65.6,Advanced,19,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
English,8,209,2018,52.7,Advanced,7.7,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
Math,8,210,2018,25.2,Advanced,6.2,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
Science,8,208,2018,45.6,Advanced,11.5,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
English,8,122,2018,72.1,Advanced,26.2,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
Math,8,123,2018,30.9,Advanced,6.5,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
Science,8,122,2018,72.1,Advanced,35.2,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
English,8,135,2018,76.3,Advanced,25.9,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
Math,8,135,2018,61.5,Advanced,34.1,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
Science,8,135,2018,71.8,Advanced,34.8,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
English,8,60,2018,55,Advanced,15,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
Math,8,60,2018,11.600000000000001,Advanced,3.3,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
Science,8,60,2018,50,Advanced,20,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
English,8,128,2018,64.1,Advanced,13.3,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
Math,8,128,2018,35.1,Advanced,7,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
Science,8,128,2018,55.400000000000006,Advanced,14.8,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
English,8,187,2018,73.8,Advanced,26.2,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
Math,8,189,2018,41.8,Advanced,19.6,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
Science,8,189,2018,67.19999999999999,Advanced,33.3,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
English,8,58,2018,55.2,Proficient,46.6,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
Math,8,58,2018,41.4,Proficient,32.8,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
Science,8,58,2018,65.6,Proficient,46.6,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
English,8,209,2018,52.7,Proficient,45,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
Math,8,210,2018,25.2,Proficient,19,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
Science,8,208,2018,45.6,Proficient,34.1,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
English,8,122,2018,72.1,Proficient,45.9,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
Math,8,123,2018,30.9,Proficient,24.4,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
Science,8,122,2018,72.1,Proficient,36.9,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
English,8,135,2018,76.3,Proficient,50.4,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
Math,8,135,2018,61.5,Proficient,27.4,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
Science,8,135,2018,71.8,Proficient,37,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
English,8,60,2018,55,Proficient,40,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
Math,8,60,2018,11.600000000000001,Proficient,8.3,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
Science,8,60,2018,50,Proficient,30,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
English,8,128,2018,64.1,Proficient,50.8,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
Math,8,128,2018,35.1,Proficient,28.1,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
Science,8,128,2018,55.400000000000006,Proficient,40.6,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
English,8,187,2018,73.8,Proficient,47.6,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
Math,8,189,2018,41.8,Proficient,22.2,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
Science,8,189,2018,67.19999999999999,Proficient,33.9,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
English,8,58,2018,55.2,Basic,43.1,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
Math,8,58,2018,41.4,Basic,29.3,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
Science,8,58,2018,65.6,Basic,27.6,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
English,8,209,2018,52.7,Basic,34,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
Math,8,210,2018,25.2,Basic,28.1,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
Science,8,208,2018,45.6,Basic,25.5,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
English,8,122,2018,72.1,Basic,27,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
Math,8,123,2018,30.9,Basic,30.9,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
Science,8,122,2018,72.1,Basic,18.9,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
English,8,135,2018,76.3,Basic,19.3,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
Math,8,135,2018,61.5,Basic,24.4,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
Science,8,135,2018,71.8,Basic,17.8,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
English,8,60,2018,55,Basic,38.3,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
Math,8,60,2018,11.600000000000001,Basic,26.7,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
Science,8,60,2018,50,Basic,35,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
English,8,128,2018,64.1,Basic,29.7,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
Math,8,128,2018,35.1,Basic,25.8,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
Science,8,128,2018,55.400000000000006,Basic,25,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
English,8,187,2018,73.8,Basic,22.5,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
Math,8,189,2018,41.8,Basic,27,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
Science,8,189,2018,67.19999999999999,Basic,16.4,DANVILLE AREA SD,DANVILLE AREA MS,2,000003424,2
English,8,58,2018,55.2,BelowBasic,1.7,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
Math,8,58,2018,41.4,BelowBasic,29.3,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
Science,8,58,2018,65.6,BelowBasic,6.9,BENTON AREA SD,BENTON MIDDLE-SR HIGH SCHOOL,1,000001595,2
English,8,209,2018,52.7,BelowBasic,13.4,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
Math,8,210,2018,25.2,BelowBasic,46.7,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
Science,8,208,2018,45.6,BelowBasic,28.8,BERWICK AREA SD,BERWICK AREA MS,1,000006808,2
English,8,122,2018,72.1,BelowBasic,0.8,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
Math,8,123,2018,30.9,BelowBasic,38.2,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
Science,8,122,2018,72.1,BelowBasic,9,BLOOMSBURG AREA SD,BLOOMSBURG AREA MS,1,000001611,2
English,8,135,2018,76.3,BelowBasic,4.4,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
Math,8,135,2018,61.5,BelowBasic,14.1,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
Science,8,135,2018,71.8,BelowBasic,10.4,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA MS,1,000005390,2
English,8,60,2018,55,BelowBasic,6.7,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
Math,8,60,2018,11.600000000000001,BelowBasic,61.7,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
Science,8,60,2018,50,BelowBasic,15,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,000001623,2
English,8,128,2018,64.1,BelowBasic,6.3,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA MS,1,000007668,2
