Subject,Grade,Scored,Year,Top,Baseline,Score,District,School,County,SchoolNum,Cohort
Math,11,54,2019,81.5,Proficient,55.6,BENTON AREA SD,BENTON AREA HS,1,,3
Science,11,54,2019,90.7,Proficient,50,BENTON AREA SD,BENTON AREA HS,1,,3
English,11,54,2019,85.2,Proficient,75.9,BENTON AREA SD,BENTON AREA HS,1,,3
Math,11,153,2019,66.6,Proficient,49,BERWICK AREA SD,BERWICK AREA HS,1,,3
Science,11,152,2019,65.8,Proficient,43.4,BERWICK AREA SD,BERWICK AREA HS,1,,3
English,11,152,2019,69.1,Proficient,65.8,BERWICK AREA SD,BERWICK AREA HS,1,,3
Math,11,77,2019,83.19999999999999,Proficient,46.8,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,3
Science,11,84,2019,78.6,Proficient,56,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,3
English,11,84,2019,78.60000000000001,Proficient,67.9,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,3
Math,11,120,2019,86.7,Proficient,50,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,3
Science,11,123,2019,88.6,Proficient,51.2,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,3
English,11,123,2019,88.6,Proficient,65,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,3
Math,11,147,2019,53.7,Proficient,38.1,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,3
Science,11,148,2019,46,Proficient,31.8,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,3
English,11,147,2019,49,Proficient,48.3,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,3
Math,11,46,2019,54.3,Proficient,32.6,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,3
Science,11,46,2019,54.3,Proficient,32.6,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,3
English,11,46,2019,69.60000000000001,Proficient,58.7,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,3
Math,11,103,2019,91.3,Proficient,76.7,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,3
Science,11,103,2019,89.3,Proficient,65,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,3
English,11,103,2019,89.30000000000001,Proficient,70.9,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,3
Science,11,11,2019,18.2,Proficient,9.1,SUSQ-CYBER CS,SUSQ-CYBER CS,1,,3
Math,11,152,2019,77.6,Proficient,32.2,DANVILLE AREA SD,DANVILLE AREA SHS,2,,3
Science,11,157,2019,81.5,Proficient,38.2,DANVILLE AREA SD,DANVILLE AREA SHS,2,,3
English,11,157,2019,85.9,Proficient,66.2,DANVILLE AREA SD,DANVILLE AREA SHS,2,,3
Math,11,54,2019,81.5,Basic,14.8,BENTON AREA SD,BENTON AREA HS,1,,3
Science,11,54,2019,90.7,Basic,3.7,BENTON AREA SD,BENTON AREA HS,1,,3
English,11,54,2019,85.2,Basic,9.3,BENTON AREA SD,BENTON AREA HS,1,,3
Math,11,153,2019,66.6,Basic,25.5,BERWICK AREA SD,BERWICK AREA HS,1,,3
Science,11,152,2019,65.8,Basic,21.1,BERWICK AREA SD,BERWICK AREA HS,1,,3
English,11,152,2019,69.1,Basic,27,BERWICK AREA SD,BERWICK AREA HS,1,,3
Math,11,77,2019,83.19999999999999,Basic,15.6,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,3
Science,11,84,2019,78.6,Basic,19,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,3
English,11,84,2019,78.60000000000001,Basic,17.9,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,3
Math,11,120,2019,86.7,Basic,10.8,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,3
Science,11,123,2019,88.6,Basic,7.3,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,3
English,11,123,2019,88.6,Basic,8.9,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,3
Math,11,147,2019,53.7,Basic,33.3,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,3
Science,11,148,2019,46,Basic,29.7,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,3
English,11,147,2019,49,Basic,41.5,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,3
Math,11,46,2019,54.3,Basic,23.9,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,3
Science,11,46,2019,54.3,Basic,21.7,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,3
English,11,46,2019,69.60000000000001,Basic,10.9,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,3
Math,11,103,2019,91.3,Basic,6.8,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,3
Science,11,103,2019,89.3,Basic,6.8,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,3
English,11,103,2019,89.30000000000001,Basic,8.7,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,3
Science,11,11,2019,18.2,Basic,54.5,SUSQ-CYBER CS,SUSQ-CYBER CS,1,,3
Math,11,152,2019,77.6,Basic,16.4,DANVILLE AREA SD,DANVILLE AREA SHS,2,,3
Science,11,157,2019,81.5,Basic,8.3,DANVILLE AREA SD,DANVILLE AREA SHS,2,,3
English,11,157,2019,85.9,Basic,7.6,DANVILLE AREA SD,DANVILLE AREA SHS,2,,3
Math,11,54,2019,81.5,BelowBasic,3.7,BENTON AREA SD,BENTON AREA HS,1,,3
Science,11,54,2019,90.7,BelowBasic,5.6,BENTON AREA SD,BENTON AREA HS,1,,3
English,11,54,2019,85.2,BelowBasic,5.6,BENTON AREA SD,BENTON AREA HS,1,,3
Math,11,153,2019,66.6,BelowBasic,7.8,BERWICK AREA SD,BERWICK AREA HS,1,,3
Science,11,152,2019,65.8,BelowBasic,13.2,BERWICK AREA SD,BERWICK AREA HS,1,,3
English,11,152,2019,69.1,BelowBasic,3.9,BERWICK AREA SD,BERWICK AREA HS,1,,3
Math,11,77,2019,83.19999999999999,BelowBasic,1.3,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,3
Science,11,84,2019,78.6,BelowBasic,2.4,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,3
English,11,84,2019,78.60000000000001,BelowBasic,3.6,BLOOMSBURG AREA SD,BLOOMSBURG AREA HS,1,,3
Math,11,120,2019,86.7,BelowBasic,2.5,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,3
Science,11,123,2019,88.6,BelowBasic,4.1,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,3
English,11,123,2019,88.6,BelowBasic,2.4,CENTRAL COLUMBIA SD,CENTRAL COLUMBIA SHS,1,,3
Math,11,147,2019,53.7,BelowBasic,12.9,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,3
Science,11,148,2019,46,BelowBasic,24.3,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,3
English,11,147,2019,49,BelowBasic,9.5,COLUMBIA-MONTOUR AVTS,COLUMBIA-MONTOUR AVTS,1,,3
Math,11,46,2019,54.3,BelowBasic,21.7,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,3
Science,11,46,2019,54.3,BelowBasic,23.9,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,3
English,11,46,2019,69.60000000000001,BelowBasic,19.6,MILLVILLE AREA SD,MILLVILLE AREA JSHS,1,,3
Math,11,103,2019,91.3,BelowBasic,1.9,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,3
Science,11,103,2019,89.3,BelowBasic,3.9,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,3
English,11,103,2019,89.30000000000001,BelowBasic,1.9,SOUTHERN COLUMBIA AREA SD,SOUTHERN COLUMBIA HS,1,,3
Science,11,11,2019,18.2,BelowBasic,27.3,SUSQ-CYBER CS,SUSQ-CYBER CS,1,,3
Math,11,152,2019,77.6,BelowBasic,5.9,DANVILLE AREA SD,DANVILLE AREA SHS,2,,3
Science,11,157,2019,81.5,BelowBasic,10.2,DANVILLE AREA SD,DANVILLE AREA SHS,2,,3
English,11,157,2019,85.9,BelowBasic,6.4,DANVILLE AREA SD,DANVILLE AREA SHS,2,,3
